id,text,STOPWORD,Cleaned,sentiment,VaderScore
8.17E+17,well done you are clearly the best performing education minister any province of pakistan has ever had ,well done clearly best performing education minister province pakistan ever,well done clearly best performing education minister province pakistan ever,positive,positive
8.17E+17,dr ashfaque hasans article titled unraveling of pakistans economy worth reading,dr ashfaque hasans article titled unraveling pakistans economy worth reading,dr ashfaque hasans article titled unraveling pakistans economy worth reading,positive,positive
8.17E+17,the elite makes crores and even billions in pakistan and stashes large parts of it overseas as golden parachute and to hide illicit wealth,elite makes crores even billions pakistan stashes large parts overseas golden parachute hide illicit wealth,elite makes crores even billions pakistan stashes large parts overseas golden parachute hide illicit wealth,positive,positive
8.17E+17,professionals and workers working overseas send part of their hard earned money to pakistan and these remittances keep the economy afloat,professionals workers working overseas send part hard earned money pakistan remittances keep economy afloat,professionals workers working overseas send part hard earned money pakistan remittances keep economy afloat,negative,negative
8.17E+17,aap working class aur mutawassat tabqey sey hoon aur rozgar ki talash mein ghair mulk ja kar nokri karein iss mein koi harj nahee,aap working class aur mutawassat tabqey sey hoon aur rozgar ki talash mein ghair mulk ja kar nokri karein iss mein koi harj nahee,aap working class aur mutawassat tabqey sey hoon aur rozgar ki talash mein ghair mulk ja kar nokri karein iss mein koi harj nahee,neutral,neutral
8.17E+17,apney assassey mulk mein rakhney key bajaey dubai london switzerland mein rakhta hai,apney assassey mulk mein rakhney key bajaey dubai london switzerland mein rakhta hai,apney assassey mulk mein rakhney key bajaey dubai london switzerland mein rakhta hai,neutral,neutral
8.17E+17,palistan ki elite ka bara hissa doosri shehriat ya kam sey kam residency hasil kiye hoey hai ya justujoo mein hain,palistan ki elite ka bara hissa doosri shehriat ya kam sey kam residency hasil kiye hoey hai ya justujoo mein hain,palistan ki elite ka bara hissa doosri shehriat ya kam sey kam residency hasil kiye hoey hai ya justujoo mein hain,neutral,neutral
8.17E+17,panama inkishafat ka aik pehlu jis par baat nahee hoi woh pakistani ki ashrafia ka pakistan key mustaqbil par ghair aitemadi hai,panama inkishafat ka aik pehlu jis par baat nahee hoi woh pakistani ki ashrafia ka pakistan key mustaqbil par ghair aitemadi hai,panama inkishafat ka aik pehlu jis par baat nahee hoi woh pakistani ki ashrafia ka pakistan key mustaqbil par ghair aitemadi hai,neutral,neutral
8.17E+17,formed to come up with plan to remedy the situation after complete failure of govt to resolve the outstanding issues ,formed come plan remedy situation complete failure govt resolve outstanding issues,formed come plan remedy situation complete failure govt resolve outstanding issues,positive,positive
8.17E+17,submitted detailed report on uc wise islamabad schools shortcoming of infrastructureteachers in na standing committee sub committee ,submitted detailed report uc wise islamabad schools shortcoming infrastructureteachers na standing committee sub committee,submitted detailed report uc wise islamabad schools shortcoming infrastructureteachers na standing committee sub committee,positive,positive
8.16E+17,because they know that there is no truth in the allegations this is just another attempt to hide behind jh and malign the army and ik ,know truth allegations another attempt hide behind jh malign army ik,know truth allegations another attempt hide behind jh malign army ik,negative,negative
8.16E+17,jh making serious allegations about conspiracy to derail democracy why is the govt not ordering any investigation to punish culprits ,jh making serious allegations conspiracy derail democracy govt ordering investigation punish culprits,jh making serious allegations conspiracy derail democracy govt ordering investigation punish culprits,negative,negative
8.16E+17,visited nca with na committee committee recommended to increase resources for nca to see it in context of counter terrorism narrative pictwittercomkezlynkzi,visited nca na committee committee recommended increase resources nca see context counter terrorism narrative pictwittercomkezlynkzi,visited nca na committee committee recommended increase resources nca see context counter terrorism narrative pictwittercomkezlynkzi,neutral,negative
8.16E+17,promoting culture art has to be an integral part of counter terrorism narrative to address the root cause of extremism intolerance,promoting culture art integral part counter terrorism narrative address root cause extremism intolerance,promoting culture art integral part counter terrorism narrative address root cause extremism intolerance,neutral,negative
8.15E+17,allah sey dua go key aap sab kay liye aman khush hali aur khushion bhara saal ho,allah sey dua go key aap sab kay liye aman khush hali aur khushion bhara saal ho,allah sey dua go key aap sab kay liye aman khush hali aur khushion bhara saal ho,neutral,neutral
8.14E+17, roza dorey par karachi puhunchney waley haininn din mein karimabad patel para lyari korangi aur pechs visit karein gey,roza dorey par karachi puhunchney waley haininn din mein karimabad patel para lyari korangi aur pechs visit karein gey,roza dorey par karachi puhunchney waley haininn din mein karimabad patel para lyari korangi aur pechs visit karein gey,neutral,neutral
8.14E+17,in tests incl in engnz aus runs avg of centuries incla double triple fifties awsome year,tests incl engnz aus runs avg centuries incla double triple fifties awsome year,tests incl engnz aus runs avg centuries incla double triple fifties awsome year,neutral,neutral
8.14E+17,bhai log ab tu maan jao yaarazhar ali is class act,bhai log ab tu maan jao yaarazhar ali class act,bhai log ab tu maan jao yaarazhar ali class act,neutral,neutral
8.14E+17,will be sad day indeed if cheetahs become extinctbut then mans greed knows no bound ,sad day indeed cheetahs become extinctbut mans greed knows bound,sad day indeed cheetahs become extinctbut mans greed knows bound,negative,negative
8.13E+17,steel mill mazdoor tankhwa mangein ya kisan qatari shahzadey key hathoon fasal tabah honey par ehtijaj karein tu lathi charge aur tear gas,steel mill mazdoor tankhwa mangein ya kisan qatari shahzadey key hathoon fasal tabah honey par ehtijaj karein tu lathi charge aur tear gas,steel mill mazdoor tankhwa mangein ya kisan qatari shahzadey key hathoon fasal tabah honey par ehtijaj karein tu lathi charge aur tear gas,neutral,neutral
8.13E+17,na panama mein naam aney waloon key khilaf koi action liya jata hai na tax choroon key khilaf balkey saal mein tax amnesty schemes,na panama mein naam aney waloon key khilaf koi action liya jata hai na tax choroon key khilaf balkey saal mein tax amnesty schemes,na panama mein naam aney waloon key khilaf koi action liya jata hai na tax choroon key khilaf balkey saal mein tax amnesty schemes,positive,neutral
